"Date","Time","Home","HG","HxGt","HxGp","Away","AG","AxGt","AxGp","GD","xGDt","xGDp","Final","HxPts","AxPts"
"2025-10-11","16:00 EDT","DET","0","0.26","0.26","LDN","1","1.84","1.84","-1","-1.57","-1.57","-1","0.15","2.73"
"2025-10-10","19:00 EDT","NC","0","0.79","0.79","PHX","2","1.88","1.92","-2","-1.09","-1.14","-2","0.56","2.22"
"2025-10-07","22:00 EDT","OAK","1","2.47","2.47","HFD","3","1.44","1.47","-2","1.03","1.00","-2","2.07","0.73"
"2025-10-05","17:00 EDT","RI","3","1.38","1.38","LV","1","1.51","1.54","2","-0.13","-0.16","2","1.30","1.44"
"2025-10-04","22:00 EDT","PHX","0","1.18","1.18","NM","1","1.64","1.67","-1","-0.46","-0.49","-1","0.93","1.77"
"2025-10-04","22:00 EDT","OC","0","1.11","1.11","ELP","0","1.28","1.28","0","-0.17","-0.17","0","1.20","1.51"
"2025-10-04","20:00 EDT","COS","1","0.90","0.90","SA","0","0.51","0.51","1","0.39","0.39","1","1.73","0.90"
"2025-10-04","20:00 EDT","TUL","3","2.16","2.18","LEX","0","0.40","0.40","3","1.75","1.78","3","2.60","0.26"
"2025-10-04","19:30 EDT","TBR","4","1.52","1.57","MB","0","1.23","1.23","4","0.29","0.34","4","1.56","1.19"
"2025-10-04","19:30 EDT","LOU","2","1.20","1.24","IND","0","2.36","2.39","2","-1.17","-1.15","2","0.64","2.17"
"2025-10-04","19:00 EDT","MIA","3","0.98","0.98","PIT","1","1.98","2.11","2","-1.00","-1.13","2","0.69","2.12"
"2025-10-04","17:00 EDT","LDN","0","1.51","1.52","BHM","1","1.21","1.21","-1","0.29","0.30","-1","1.56","1.13"
"2025-10-04","16:00 EDT","DET","2","1.24","1.24","NC","0","0.89","0.89","2","0.36","0.35","2","1.73","0.95"
"2025-10-01","22:15 EDT","SAC","2","2.74","2.96","OC","1","1.78","1.81","1","0.96","1.15","1","2.04","0.77"
"2025-10-01","20:00 EDT","BHM","1","0.99","1.11","NC","1","0.52","0.52","0","0.47","0.59","0","1.79","0.85"
"2025-10-01","14:00 EDT","ELP","3","1.88","1.88","OAK","1","1.21","1.32","2","0.67","0.56","2","1.97","0.78"
"2025-09-28","19:47 EDT","NM","2","1.37","1.37","LEX","1","0.64","0.64","1","0.73","0.73","1","2.10","0.62"
"2025-09-28","18:00 EDT","PIT","1","2.25","2.29","LV","0","0.44","0.44","1","1.82","1.86","1","2.63","0.25"
"2025-09-28","17:00 EDT","LDN","2","2.71","2.72","TBR","2","2.26","2.29","0","0.45","0.43","0","1.71","1.07"
"2025-09-27","22:36 EDT","PHX","3","3.13","3.32","OAK","3","2.86","2.87","0","0.27","0.46","0","1.59","1.21"
"2025-09-27","22:00 EDT","OC","2","1.40","1.40","CHS","2","3.11","3.14","0","-1.71","-1.73","0","0.36","2.49"
"2025-09-27","22:00 EDT","MB","1","1.29","1.29","SAC","0","0.48","0.48","1","0.81","0.81","1","2.08","0.62"
"2025-09-27","20:30 EDT","SA","0","0.96","0.96","BHM","0","0.30","0.30","0","0.66","0.66","0","1.99","0.67"
"2025-09-27","20:00 EDT","COS","0","2.62","2.64","HFD","2","1.59","1.78","-2","1.04","0.86","-2","2.04","0.75"
"2025-09-27","19:00 EDT","IND","2","0.90","0.90","TUL","1","1.63","1.75","1","-0.73","-0.85","1","0.81","1.94"
"2025-09-27","19:00 EDT","DET","0","2.01","2.01","LOU","1","1.37","1.38","-1","0.64","0.63","-1","1.90","0.86"
"2025-09-26","21:00 EDT","ELP","1","1.43","1.43","RI","2","2.31","2.31","-1","-0.88","-0.88","0","0.75","2.06"
"2025-09-26","19:00 EDT","NC","1","0.93","0.93","MIA","0","2.80","2.85","1","-1.87","-1.92","1","0.37","2.49"
"2025-09-24","21:00 EDT","COS","1","2.27","2.49","NM","2","1.40","1.40","-1","0.88","1.09","-1","2.06","0.73"
"2025-09-21","17:00 EDT","IND","2","1.67","1.67","BHM","1","0.48","0.48","1","1.18","1.18","1","2.38","0.43"
"2025-09-20","22:00 EDT","PHX","1","1.59","1.60","LDN","2","1.09","1.09","-1","0.50","0.51","0","1.69","1.05"
"2025-09-20","22:00 EDT","MB","1","1.85","1.89","NM","1","1.68","2.30","0","0.18","-0.41","0","1.59","1.17"
"2025-09-20","22:00 EDT","OAK","1","1.01","1.01","TUL","1","1.44","1.46","0","-0.43","-0.45","0","1.06","1.66"
"2025-09-20","21:00 EDT","ELP","0","1.14","1.14","CHS","2","1.65","1.65","-2","-0.51","-0.51","-2","0.98","1.74"
"2025-09-20","20:30 EDT","SA","3","1.33","1.33","OC","1","1.41","1.43","2","-0.08","-0.10","2","1.33","1.42"
